,song,artist,date,explicit,uri,popularity,usuario,links,uri_artista
212,"Residente: Bzrp Music Sessions, Vol. 49","['Bizarrap', 'Residente']",2022-03-03,True,spotify:track:2dG9k8jtnkjzJjUToz9i9i,69,Sindri,https://open.spotify.com/track/2dG9k8jtnkjzJjUToz9i9i,"['716NhGYqD1jl2wI1Qkgq36', '5GcWBUX00IPuWVGMIRK1sS']"
213,Los Lunnis Nos Vamos A La Cama,Los Lunnis,2009-01-01,False,spotify:track:2L0ng2t2wv1UUi5V3Nc8Er,34,Lin,https://open.spotify.com/track/2L0ng2t2wv1UUi5V3Nc8Er,2dDHJrXjOkhQ0pOhr1lC3V
214,Locked Up,Akon,2006-01-01,True,spotify:track:0YUrjFy4qFKOO5NhM9tYdV,63,Brandon,https://open.spotify.com/track/0YUrjFy4qFKOO5NhM9tYdV,0z4gvV4rjIZ9wHck67ucSV
215,Prologue,John Williams,2001-10-30,False,spotify:track:6CeCOC2zx1qS8mQNYHe6IM,59,Lin,https://open.spotify.com/track/6CeCOC2zx1qS8mQNYHe6IM,3dRfiJ2650SZu6GbydcHNb
216,Hay Que Venir Al Sur (Tanti Auguri),Raffaella Carrà,2020-10-09,False,spotify:track:7EnlaiXPnuFStTGh5gJnhM,34,Ana,https://open.spotify.com/track/7EnlaiXPnuFStTGh5gJnhM,6EVyI0S0b1Ld2nm37m5x85
217,Ai Se Eu Te Pego,Michel Teló,2019-08-01,False,spotify:track:0INaMqjJJe1BZpnWuCxDzt,62,Lin,https://open.spotify.com/track/0INaMqjJJe1BZpnWuCxDzt,1sDVuztNhGcetCLChkleDA
218,A Cruel Angel's Thesis - Director's Edit Version,"['Shiro SAGISU', 'Yoko Takahashi']",2019-06-21,False,spotify:track:0u9EI8zmr2QMuJLMiQFUIn,58,Lin,https://open.spotify.com/track/0u9EI8zmr2QMuJLMiQFUIn,"['5k3NfhEeZHpouIGDpjKOPo', '2RSmBT9gH02j53dMSw982t']"
219,Cold Illusions,Ryan Greaves,2019-06-19,False,spotify:track:5VyCDHRvFdCzCDM1KioYTe,38,Lin,https://open.spotify.com/track/5VyCDHRvFdCzCDM1KioYTe,2Yq9kmjDSKLpCBa6OhrmeV
220,Barbie Girl,Aqua,1997-01-01,False,spotify:track:5ZrDlcxIDZyjOzHdYW1ydr,74,Lin,https://open.spotify.com/track/5ZrDlcxIDZyjOzHdYW1ydr,6kBjAFKyd0he7LiA5GQ3Gz
221,Deja Vu (Initial D),Tsuko G.,2017-05-20,False,spotify:track:3O3lPNMM2rCeog7dacQNbT,54,Lin,https://open.spotify.com/track/3O3lPNMM2rCeog7dacQNbT,72N7tHkeEBWSedHqPUGXhy
222,RUNNING IN THE 90'S,Max Coveri,1998-07-29,False,spotify:track:6DlPa2rrVK3BygXJ48WYo3,63,Lin,https://open.spotify.com/track/6DlPa2rrVK3BygXJ48WYo3,4aFf48VQYRT631OJGgVwUv
223,Gas Gas Gas (Initial D),Tsuko G.,2017-08-26,False,spotify:track:4yiGLfzCc2jdByeQ2PIHXA,47,Lin,https://open.spotify.com/track/4yiGLfzCc2jdByeQ2PIHXA,72N7tHkeEBWSedHqPUGXhy
224,"Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack",Teriyaki Boyz,2006-01-01,False,spotify:track:0upFohXrGxIIAjyaJmCkMU,69,Lin,https://open.spotify.com/track/0upFohXrGxIIAjyaJmCkMU,7HBai5xymOxIWoMWvWshe1
225,Señoras Bien,Las Bistecs,2016-09-01,True,spotify:track:0C60TsFeKSPCyTHolDUN0n,35,Ana S,https://open.spotify.com/track/0C60TsFeKSPCyTHolDUN0n,2CR3phISm4GRBJ8YtqV4bn
226,HDA (Historia del Arte),Las Bistecs,2016-09-01,True,spotify:track:1ViUKZsdEDsRKIdOic4DyQ,34,Ana S,https://open.spotify.com/track/1ViUKZsdEDsRKIdOic4DyQ,2CR3phISm4GRBJ8YtqV4bn
227,Macaulay Culkin,Ladilla Rusa,2018-02-23,False,spotify:track:2m7KdMP9MYXDlUOWD90r2A,43,Ana S,https://open.spotify.com/track/2m7KdMP9MYXDlUOWD90r2A,1JwhzFROpPDbDbstMTY7cF
228,Bebo (de bar en peor),Ladilla Rusa,2018-02-23,False,spotify:track:5yc4EoseQaxO7wo0wz1Qzh,36,Ana S,https://open.spotify.com/track/5yc4EoseQaxO7wo0wz1Qzh,1JwhzFROpPDbDbstMTY7cF
229,Just Can't Get Enough,Depeche Mode,1981-11-02,False,spotify:track:0qi4b1l0eT3jpzeNHeFXDT,71,Ana G,https://open.spotify.com/track/0qi4b1l0eT3jpzeNHeFXDT,762310PdDnwsDxAQxzQkfX
230,Los Coches Chocones,Los Desgraciaus,2013-11-04,False,spotify:track:3fDPalBAY0MzPaAm0a3NpL,40,Lin,https://open.spotify.com/track/3fDPalBAY0MzPaAm0a3NpL,3vYNaAhbefoQUhDu0VoyfT
231,Always on My Mind,Pet Shop Boys,1998-03-31,False,spotify:track:07ABETRdek3ACMpRPvQuaT,70,Ana G,https://open.spotify.com/track/07ABETRdek3ACMpRPvQuaT,2ycnb8Er79LoH2AsR5ldjh
232,Come As You Are,Nirvana,1991-09-26,False,spotify:track:2RsAajgo0g7bMCHxwH3Sk0,78,Ana G,https://open.spotify.com/track/2RsAajgo0g7bMCHxwH3Sk0,6olE6TJLqED3rqDCT0FyPh
233,Downtown,Petula Clark,2003-04-11,False,spotify:track:0ZQ6ckgerHYM5mOUxTl99Q,57,Ana G,https://open.spotify.com/track/0ZQ6ckgerHYM5mOUxTl99Q,6nKqt1nbSBEq3iUXD1Xgz8
234,"Non, je ne regrette rien",Édith Piaf,1987-10-31,False,spotify:track:3dkIE8P7hvl3tHl9KSb6dA,68,Ana G,https://open.spotify.com/track/3dkIE8P7hvl3tHl9KSb6dA,1WPcVNert9hn7mHsPKDn7j
235,Bound 2,Kanye West,2013-06-18,True,spotify:track:3sNVsP50132BTNlImLx70i,84,Ana S,https://open.spotify.com/track/3sNVsP50132BTNlImLx70i,5K4W6rqBFWDnAN6FQUkS6x
236,Lacrimosa,"['Wolfgang Amadeus Mozart', 'Lisa Beckley', 'Elena Filipova', 'Magdaléna Hajóssyová', 'Peter Mikulas', 'Michel Piquemal', 'Gloria Scalchi', 'Michel Piquemal Vocal Ensemble', 'Hungarian State Opera Chorus', 'Oxford Schola Cantorum', 'Slovak Philharmonic Chorus', 'Hungarian State Opera Orchestra', 'Orchestre De La Cite', 'Oxford Camerata', 'Slovak Philharmonic']",1999-04-26,False,spotify:track:1UvaZaHkh3D9AkmBrrnbFg,59,Brandon,https://open.spotify.com/track/1UvaZaHkh3D9AkmBrrnbFg,"['4NJhFmfw43RLBLjQvxDuRS', '1as94BCaGCiokfZjnS26MW', '0teBSkQ1Hp3Zw2rmfp1ZRT', '6HVRP4tBi40K1Cw1ZPkhtD', '59vBfT1r5y1VZ2XhXg2ixg', '3NbsF5A8yWeNRdypH3AeKB', '3jYv3ldYxV0I5HwUDNGzPo', '4cM1V4pK277kGJn2bqp3to', '0rSz4XGJJJMaBCXViWTDWc', '4n3fkOerBLaJCA9gRXcUMB', '5x7Kp2knfxL9XwzQmmHc6P', '6rLUj0kWUXAEbz26rtS9wO', '6vfolayguXSXvi0ixntvGU', '1r5Se2Ts0fmLzFreCTOy2I', '2rfkmr5WzRN9D9gAfb2ycd']"
237,Me Quedo Contigo,Los Chunguitos,1991,False,spotify:track:3ROd8cCRdRJpeh6P2zTAJk,50,Ana G,https://open.spotify.com/track/3ROd8cCRdRJpeh6P2zTAJk,5dRk8JyA2Tg9wL0iiTqbVu
238,Hay Quel Venir al Sur,Raffaella Carrà,2022-08-01,False,spotify:track:1C20XJTzDMGnO1puZMRO6F,38,Ana G,https://open.spotify.com/track/1C20XJTzDMGnO1puZMRO6F,6EVyI0S0b1Ld2nm37m5x85
239,Vivir Así Es Morir de Amor,Camilo Sesto,1978-01-02,False,spotify:track:3yzHIAzk3zVE1WgspS8W21,64,Ana G,https://open.spotify.com/track/3yzHIAzk3zVE1WgspS8W21,2Cy7KBSkqu7otJfuMTWT7Y
240,La Bomba,King Africa,2009-01-01,False,spotify:track:5UmGJS0jd1r52OjnNvVHvU,59,Lin,https://open.spotify.com/track/5UmGJS0jd1r52OjnNvVHvU,2vAu3qMgOvtukijgajuXhM
241,Baianá,Bakermat,2020-10-09,False,spotify:track:780be5fB7823aHG06mwTat,75,Brandon,https://open.spotify.com/track/780be5fB7823aHG06mwTat,3MyFDtqB80WZvbtCZRsekM
242,Gangsta's Paradise,"['Coolio', 'L.V.']",1995-11-07,False,spotify:track:1DIXPcTDzTj8ZMHt3PDt8p,86,Brandon,https://open.spotify.com/track/1DIXPcTDzTj8ZMHt3PDt8p,"['3y24n3XhZ96wgwRXjvS17T', '2LhsePRtgCo4THVKULQBL7']"
243,Espoir,Darius,2014-02-24,False,spotify:track:3hGc6zv9LgSxGrIlhFdfT6,54,,https://open.spotify.com/track/3hGc6zv9LgSxGrIlhFdfT6,5vfEaoOBcK0Lzr07WN8KaK
244,Ven,"['Moullinex', 'Ekstra Bonus']",2021-04-30,False,spotify:track:4wSLToYgmm6yCJnhQSM99f,27,,https://open.spotify.com/track/4wSLToYgmm6yCJnhQSM99f,"['1XFbnj1jNNzzyg46ni3dnr', '7HhjQ7M6KloGuoUB4ruvSq']"
245,Take a Chance - Satin Jackets Remix,"['Moullinex', 'Satin Jackets']",2015-06-29,False,spotify:track:2efA77BjFk3zvLjGmlOkXM,38,,https://open.spotify.com/track/2efA77BjFk3zvLjGmlOkXM,"['1XFbnj1jNNzzyg46ni3dnr', '5Gn7NoCZvbVlGgtZMILRcv']"
246,Oi,Catching Flies,2022-09-14,False,spotify:track:1q3Bh0X0zCczI7ewPQnmsg,46,,https://open.spotify.com/track/1q3Bh0X0zCczI7ewPQnmsg,4zAOqBfNLyWFvj1e3yvypJ
247,Ipanema,Funkmammoth,2017-07-24,False,spotify:track:6l8ZAqy48pBSGJtUikKNYr,46,,https://open.spotify.com/track/6l8ZAqy48pBSGJtUikKNYr,6snr2uV0JQDKLW9yWzRkPj
248,NEW DANCE,AYYBO,2022-11-28,False,spotify:track:0NCwA5clLTjO0xW6YkbQmq,51,,https://open.spotify.com/track/0NCwA5clLTjO0xW6YkbQmq,0YVquC9RaJLYFNmlJFzkTV
249,No Hablo Español,Riordan,2022-02-18,False,spotify:track:3Gy7fXkQBhOfjCxC4XlFaT,48,,https://open.spotify.com/track/3Gy7fXkQBhOfjCxC4XlFaT,68rU1sdZ0HjxjEC5YnSmao
250,All Of The Time,Jungle,2021-08-13,False,spotify:track:2ezQq2qWhGO6J6q5JwC50d,62,,https://open.spotify.com/track/2ezQq2qWhGO6J6q5JwC50d,59oA5WbbQvomJz2BuRG071
251,Domino,Myd,2022-06-09,False,spotify:track:4Kag7UC3ZCiEYJ0QYC2Mpk,42,,https://open.spotify.com/track/4Kag7UC3ZCiEYJ0QYC2Mpk,3QFiymmbJlVBPpnrOatEAk
252,I Made It - Picard Brothers version,"['Picard Brothers', 'Myd']",2022-10-07,False,spotify:track:4TncczqSEuuvuEg27NzutB,37,,https://open.spotify.com/track/4TncczqSEuuvuEg27NzutB,"['1bATQwgDSJlmYJ4obvTFmN', '3QFiymmbJlVBPpnrOatEAk']"
253,Marcha Nupcial,Felix Mendelssohn,2019-04-04,False,spotify:track:1HkHU43AS9KtKnFBc4zbgI,32,Lin,https://open.spotify.com/track/1HkHU43AS9KtKnFBc4zbgI,6MF58APd3YV72Ln2eVg710
254,Parado no Bailão,"['MC L da Vinte', 'MC Gury']",2018-07-23,False,spotify:track:3Hb9kUdm4yf839Fle4RIdT,82,Brandon,https://open.spotify.com/track/3Hb9kUdm4yf839Fle4RIdT,"['0lHB0Qc4pmD5RkTLlHeESo', '6fOyYqdh6p0ZWLs9zUDoyt']"
255,Canto do pescador,Olodum,1991,False,spotify:track:0iVHkCm4zGqO1ACZsgBchu,28,Brandon,https://open.spotify.com/track/0iVHkCm4zGqO1ACZsgBchu,3tJ9PkBOrG7hFkHeNM2tbw
256,As It Was,Harry Styles,2022-03-31,False,spotify:track:4LRPiXqCikLlN15c3yImP7,91,,https://open.spotify.com/track/4LRPiXqCikLlN15c3yImP7,6KImCVD70vtIoJWnq6nGn3
257,Don't Let Go,Supershy,2022-11-24,False,spotify:track:4s3xXkjGYSwI01zTp5f1by,59,,https://open.spotify.com/track/4s3xXkjGYSwI01zTp5f1by,2hk94pAZS1iYSqoICeTyh1
258,Loverini (feat. L'Impératrice),"['Myd', ""L'Impératrice""]",2021-06-18,False,spotify:track:6bBN2bbxAnCXWTwXaOkF0X,51,,https://open.spotify.com/track/6bBN2bbxAnCXWTwXaOkF0X,"['3QFiymmbJlVBPpnrOatEAk', '4PwlsrN0t5mLN0C827cbEU']"
259,Reflection,Riordan,2023-01-06,False,spotify:track:187rbl5lzKl8R7YqZoj2ku,52,,https://open.spotify.com/track/187rbl5lzKl8R7YqZoj2ku,68rU1sdZ0HjxjEC5YnSmao
260,"Renaissance (Main Title Theme) - from ""The White Lotus: Season 2""",Cristobal Tapia De Veer,2022-10-30,False,spotify:track:0qyssIlX3W388jWlzb6oln,50,,https://open.spotify.com/track/0qyssIlX3W388jWlzb6oln,3uUcdriXzvaQapjo3a4DZR
261,Blah Blah Blah,Armin van Buuren,2018-05-18,False,spotify:track:2xkrujtSjZz7EKAYGbIIzH,66,Brandon,https://open.spotify.com/track/2xkrujtSjZz7EKAYGbIIzH,0SfsnGyD8FpIN4U4WCkBZ5
262,Nyan Cat Theme,Nyan Cat,2014-12-01,False,spotify:track:5VOoT3AIIStTSN8cSMrSD4,39,Lin,https://open.spotify.com/track/5VOoT3AIIStTSN8cSMrSD4,6cVOyC3FEeSZVIHjw9IOhD
263,Cosmic Girl - Remastered,Jamiroquai,1996-09-09,False,spotify:track:6y0Etr2KJr0sdcEp7ajoUK,65,,https://open.spotify.com/track/6y0Etr2KJr0sdcEp7ajoUK,6J7biCazzYhU3gM9j1wfid
264,L'Air De Rien,Margaux Avril,2013-01-01,False,spotify:track:1DZFEj1H7eUTEcySevTkUq,24,,https://open.spotify.com/track/1DZFEj1H7eUTEcySevTkUq,4T3z2u4ZpoiTmhLpHw5Za1
265,Lalalove You,BB Brunes,2009-11-13,False,spotify:track:5JB4QJJQMltOaX1UbzPjGh,42,,https://open.spotify.com/track/5JB4QJJQMltOaX1UbzPjGh,4tHeypFR25Cnx83nuHhrud
266,This Love,Maroon 5,2002,False,spotify:track:6ECp64rv50XVz93WvxXMGF,78,,https://open.spotify.com/track/6ECp64rv50XVz93WvxXMGF,04gDigrS5kc9YWfZHwBETP
267,Future Starts Slow,The Kills,2011-04-04,False,spotify:track:0A0RBBTrgfq9eClnw6ZXT7,54,Ana,https://open.spotify.com/track/0A0RBBTrgfq9eClnw6ZXT7,5BYuBzqmTXwUDw2rYkwExr
268,Busy Earnin',Jungle,2014-07-14,False,spotify:track:7f7CxGj0kzfwT1SjciL3ft,63,Ana,https://open.spotify.com/track/7f7CxGj0kzfwT1SjciL3ft,59oA5WbbQvomJz2BuRG071
269,"Right Here, Right Now",Fatboy Slim,1998-10-19,False,spotify:track:0qnqsfFYgBo0sPHM2JmfTq,61,Ana,https://open.spotify.com/track/0qnqsfFYgBo0sPHM2JmfTq,4Y7tXHSEejGu1vQ9bwDdXW
270,Uprising,Muse,2009-09-10,False,spotify:track:4VqPOruhp5EdPBeR92t6lQ,75,Ana,https://open.spotify.com/track/4VqPOruhp5EdPBeR92t6lQ,12Chz98pHFMPJEknJQMWvI
271,Hallucinate,Dua Lipa,2020-03-27,False,spotify:track:1nYeVF5vIBxMxfPoL0SIWg,68,Ana,https://open.spotify.com/track/1nYeVF5vIBxMxfPoL0SIWg,6M2wZ9GZgrQXHCFfjv46we
272,"Holding Out for a Hero - From ""Footloose"" Soundtrack",Bonnie Tyler,1986-05-05,False,spotify:track:5Hyr47BBGpvOfcykSCcaw9,72,Ana,https://open.spotify.com/track/5Hyr47BBGpvOfcykSCcaw9,0SD4eZCN4Kr0wQk56hCdh2
273,Born To Love (feat. SHELLS),"['MEDUZA', 'SHELLS']",2020-02-14,False,spotify:track:7cX5H82DTZ5iHRLbewBEBd,57,Ana,https://open.spotify.com/track/7cX5H82DTZ5iHRLbewBEBd,"['0xRXCcSX89eobfrshSVdyu', '1ZwuShKjJItDJez0aDCsxN']"
274,A.D.H.D,Kendrick Lamar,2011-07-02,True,spotify:track:2Fw5S2gaOSZzdN5dFoC2dj,71,Ana S,https://open.spotify.com/track/2Fw5S2gaOSZzdN5dFoC2dj,2YZyLoL8N0Wb9xBt1NhZWg
275,We Don't Talk Anymore (feat. Selena Gomez),"['Charlie Puth', 'Selena Gomez']",2016-01-29,False,spotify:track:06KyNuuMOX1ROXRhj787tj,80,Lin,https://open.spotify.com/track/06KyNuuMOX1ROXRhj787tj,"['6VuMaDnrHyPL1p4EHjYLi7', '0C8ZW7ezQVs4URX5aX7Kqx']"
276,Hotto Dogu,Heiakim,2018-08-18,False,spotify:track:0YCRJcAXQ3NSfKN1x1IXK3,30,Lin,https://open.spotify.com/track/0YCRJcAXQ3NSfKN1x1IXK3,7CSdLmKke7VFyb0ZJfl3W1
277,Opa Yo Viaze Un Corra,El Koala,2006,False,spotify:track:29xwXTI483gmpvr6pKSag0,42,Lin,https://open.spotify.com/track/29xwXTI483gmpvr6pKSag0,5Pd2btNBQXL9iqyPRZ0eSR
278,Monster,Skillet,2009-08-21,False,spotify:track:2UREu1Y8CO4jXkbvqAtP7g,76,Lin,https://open.spotify.com/track/2UREu1Y8CO4jXkbvqAtP7g,49bzE5vRBRIota4qeHtQM8
279,Feel Invincible,Skillet,2016-08-05,False,spotify:track:0i8JFpqe9cKwnrcvoNgl1L,72,Lin,https://open.spotify.com/track/0i8JFpqe9cKwnrcvoNgl1L,49bzE5vRBRIota4qeHtQM8
280,New Heroes,TEN,2018-04-06,False,spotify:track:01EzeKKYrGoYtPsI7pSZeL,48,Lin,https://open.spotify.com/track/01EzeKKYrGoYtPsI7pSZeL,3Q5Qep7ytrjVleNnMnntgQ
281,One of Those Nights,"['KEY', 'Crush']",2018-11-26,False,spotify:track:2OsH4MtKPVeI8w9sFBLEvZ,48,Lin,https://open.spotify.com/track/2OsH4MtKPVeI8w9sFBLEvZ,"['6XXKPxRX2WWPPtfodzpc2v', '6aLdhHUqgdKE86xbtNmY8g']"
282,Energetic,Wanna One,2017-11-13,False,spotify:track:3NkkcnnKrNHv4AiGaPdD76,60,Lin,https://open.spotify.com/track/3NkkcnnKrNHv4AiGaPdD76,2CvaqAMMsX576VBehaJ0Wx
283,End of the Night (feat. Doubleboy),"['Robert Parker', 'Doubleboy']",2018-04-27,False,spotify:track:59q31baYiGMndSq261KEkq,40,Lin,https://open.spotify.com/track/59q31baYiGMndSq261KEkq,"['0eEcbHGsAvOTCZzF5pg8GD', '5pW7z7jKT6YI37HP8lHWAJ']"
284,A Light in the Dark,"['Robert Parker', 'Doubleboy']",2020-06-01,False,spotify:track:0E43ZA6jJLHShJA0vDDPyI,28,Lin,https://open.spotify.com/track/0E43ZA6jJLHShJA0vDDPyI,"['0eEcbHGsAvOTCZzF5pg8GD', '5pW7z7jKT6YI37HP8lHWAJ']"
285,U Got That,Halogen,2019-09-09,False,spotify:track:55gKq9bOAPRAcOQInZ76tH,58,Lin,https://open.spotify.com/track/55gKq9bOAPRAcOQInZ76tH,0Za5KjrhmN4OYMr04f3g1e
286,Lucky Strike,Maroon 5,2012-01-01,False,spotify:track:4rpzPAbwJboZQw2p9T5T3f,59,Lin,https://open.spotify.com/track/4rpzPAbwJboZQw2p9T5T3f,04gDigrS5kc9YWfZHwBETP
287,Boulevard of Broken Dreams,Green Day,2004,True,spotify:track:1hwJKpe0BPUsq6UUrwBWTw,72,Lin,https://open.spotify.com/track/1hwJKpe0BPUsq6UUrwBWTw,7oPftvlwr6VrsViSDV7fJY
288,High Hopes,Panic! At The Disco,2018-06-22,False,spotify:track:1rqqCSm0Qe4I9rUvWncaom,80,Lin,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,20JZFwl6HVl6yg8a4H3ZqK
289,Before I Forget,Slipknot,2004,False,spotify:track:6wqJeItl3Vc3az4ZicSQAB,75,Lin,https://open.spotify.com/track/6wqJeItl3Vc3az4ZicSQAB,05fG473iIaoy82BF1aGhL8
290,Circles - Original,KDrew,2012-10-17,False,spotify:track:6zDwrk0h49oE3RYNGZ822v,45,Lin,https://open.spotify.com/track/6zDwrk0h49oE3RYNGZ822v,1DLsogyGi0pwPtwV78D8uZ
291,Bullseye,KDrew,2012-02-01,False,spotify:track:3mYP2JXlrv2iLyU8GIAszA,47,Lin,https://open.spotify.com/track/3mYP2JXlrv2iLyU8GIAszA,1DLsogyGi0pwPtwV78D8uZ
292,Scary Monsters and Nice Sprites,Skrillex,2010-12-21,False,spotify:track:5q8oybjZelukF4h0CzSUN9,55,Lin,https://open.spotify.com/track/5q8oybjZelukF4h0CzSUN9,5he5w2lnU9x7JFhnwcekXX
293,Clarity,"['Zedd', 'Foxes']",2012-01-01,False,spotify:track:60wwxj6Dd9NJlirf84wr2c,74,Lin,https://open.spotify.com/track/60wwxj6Dd9NJlirf84wr2c,"['2qxJFvFYMEDqd7ui6kSAcq', '7qRll6DYV06u2VuRPAVqug']"
294,Stay,"['Zedd', 'Alessia Cara']",2017-02-23,False,spotify:track:6uBhi9gBXWjanegOb2Phh0,74,Lin,https://open.spotify.com/track/6uBhi9gBXWjanegOb2Phh0,"['2qxJFvFYMEDqd7ui6kSAcq', '2wUjUUtkb5lvLKcGKsKqsR']"
295,Daft Punk,Pentatonix,2013-11-05,False,spotify:track:6ukvsBzq4d1vBsAUmz7ZVt,56,Lin,https://open.spotify.com/track/6ukvsBzq4d1vBsAUmz7ZVt,26AHtbjWKiwYzsoGoUZq53
296,Love Again,Pentatonix,2013-11-05,False,spotify:track:0vcyzDe6aoYTg6jM0U0T9r,45,Lin,https://open.spotify.com/track/0vcyzDe6aoYTg6jM0U0T9r,26AHtbjWKiwYzsoGoUZq53
297,Perfume Medley,Pentatonix,2016-08-24,False,spotify:track:1xkleV8ZJon6FNhFSJZDNq,31,Lin,https://open.spotify.com/track/1xkleV8ZJon6FNhFSJZDNq,26AHtbjWKiwYzsoGoUZq53
298,Fire To The Fuse,"['League of Legends', 'Jackson Wang', '88rising']",2022-11-05,False,spotify:track:6yK2AGL6oamq6FP8iqmOBw,69,Lin,https://open.spotify.com/track/6yK2AGL6oamq6FP8iqmOBw,"['47mIJdHORyRerp4os813jD', '1kfWoWgCugPkyxQP8lkRlY', '1AhjOkOLkbHUfcHDSErXQs']"
299,100 Ways,Jackson Wang,2020-03-20,False,spotify:track:4mQMvcRtQou5yI8mjuJ1lf,62,Lin,https://open.spotify.com/track/4mQMvcRtQou5yI8mjuJ1lf,1kfWoWgCugPkyxQP8lkRlY
300,As You Like,"['SEGA SOUND TEAM', '吉田 沙織', '美緒']",2015-03-18,False,spotify:track:03VWoSbfWvZhRF5HXOxgX8,34,Lin,https://open.spotify.com/track/03VWoSbfWvZhRF5HXOxgX8,"['4ShgdWtm52xvEr8uYmT0V6', '57wo2Em3UktCMqpCRK5pFv', '59OrirVzqqGU63UES7pKde']"
301,Bakamitai - Taxi Driver Edition,桐生一馬(黒田崇矢),2020-01-16,False,spotify:track:4xXu9UO2qdBotUOfqru2UC,58,Lin,https://open.spotify.com/track/4xXu9UO2qdBotUOfqru2UC,7C0PO4A4azl0xFMrE1EVDp
302,一番歌,"['Shonan No Kaze', 'Yasutaka Nakata']",2020-01-09,False,spotify:track:3KpKnheFsY52KFOSsLAk3C,40,Lin,https://open.spotify.com/track/3KpKnheFsY52KFOSsLAk3C,"['70x6gPIjIhWtxjczooKl3p', '2qNI3aGlywRzTkRBOy9YzG']"
303,Stay Tonight,"['Gammer', 'Dylan Matthew']",2017-10-18,False,spotify:track:0BVtORAIv7uib3ivJHpx2h,24,Lin,https://open.spotify.com/track/0BVtORAIv7uib3ivJHpx2h,"['5nd7jnne7zbsV2J5jBKNOY', '6d0ZjIp5L7Ygy2l02HskRX']"
304,Too Close,Prismo,2017-10-16,False,spotify:track:1MhWIYwoOZM8SWDKzdNrrL,46,Lin,https://open.spotify.com/track/1MhWIYwoOZM8SWDKzdNrrL,23ostNBoB9z6GMXLtHdg7y
305,Fading Away,Fivefold,2012-05-12,False,spotify:track:1FVqjM971hyoI7GqoiBE5d,42,Lin,https://open.spotify.com/track/1FVqjM971hyoI7GqoiBE5d,2VVZQODxIpxa5k3jej4J7J
306,Shelter,"['Porter Robinson', 'Madeon']",2016-08-12,False,spotify:track:2CgOd0Lj5MuvOqzqdaAXtS,64,Lin,https://open.spotify.com/track/2CgOd0Lj5MuvOqzqdaAXtS,"['3dz0NnIZhtKKeXZxLOxCam', '4pb4rqWSoGUgxm63xmJ8xc']"
307,PPAP (Pen-Pineapple-Apple-Pen) - Long Version,PIKOTARO,2016-10-28,False,spotify:track:1Xq1fe5v8YF1wI7oXuCAAH,42,Lin,https://open.spotify.com/track/1Xq1fe5v8YF1wI7oXuCAAH,37GBT1Lhfc2sgq4jZIt6n2
308,Sweet Dream,"['Yoon Mirae', 'Tiger JK', 'Bizzy (MFBTY)']",2013-01-21,False,spotify:track:21YDhYojd097X7VFxtPEZ2,18,Lin,https://open.spotify.com/track/21YDhYojd097X7VFxtPEZ2,"['1Do4bSzfUl0KWL9r1fITu0', '11S00dFcvNvJahis8MTGMD', '1huxTi6mkI135cfXFgxGup']"
309,Emoji VIP,Pegboard Nerds,2015-12-08,False,spotify:track:1qxXisQwDMpPfD7tCdxumA,36,Lin,https://open.spotify.com/track/1qxXisQwDMpPfD7tCdxumA,0lLY20XpZ9yDobkbHI7u1y
310,Save Me,BTS,2016-05-02,False,spotify:track:7bxGcILuAjkZzaveU28ZJS,70,Lin,https://open.spotify.com/track/7bxGcILuAjkZzaveU28ZJS,3Nrfpe0tUJi4K4DXYWgMUX
311,PLAY,Tokyo Machine,2019-02-28,False,spotify:track:1fRadkuwHEqwMuiY5ns15C,54,Lin,https://open.spotify.com/track/1fRadkuwHEqwMuiY5ns15C,3bwENxqj9nhaAI3fsAwmv9
312,OKAY,Tokyo Machine,2016-08-22,False,spotify:track:4rsVVLYwToXshGQEH09W4v,29,Lin,https://open.spotify.com/track/4rsVVLYwToXshGQEH09W4v,3bwENxqj9nhaAI3fsAwmv9
313,Hollywood Horror,Dropout,2016-03-20,False,spotify:track:4JPrZ70BZAB2wSPTrTr5fd,33,Lin,https://open.spotify.com/track/4JPrZ70BZAB2wSPTrTr5fd,4i3rHxf0hIOVLaXsvSaaRP
314,"For River (From ""To The Moon"")",Michael Tai,2016-06-15,False,spotify:track:47t1wQmSNFtxSEfTtE43V7,33,Lin,https://open.spotify.com/track/47t1wQmSNFtxSEfTtE43V7,5NLlq8IzOUuqDYGPxoPkSC
315,Last Train to Paradise - Original,KDrew,2012-06-14,False,spotify:track:4ztZvwTxlsMC6HjqvLG63u,34,Lin,https://open.spotify.com/track/4ztZvwTxlsMC6HjqvLG63u,1DLsogyGi0pwPtwV78D8uZ
316,A Sky Full of Stars,Coldplay,2014-05-19,False,spotify:track:0FDzzruyVECATHXKHFs9eJ,82,Lin,https://open.spotify.com/track/0FDzzruyVECATHXKHFs9eJ,4gzpq5DPGxSnKTe4SA8HAU
317,Witchcraft,Pendulum,2010-05-21,False,spotify:track:4Y2glvLjQGOb4dXnwm1hQf,59,Lin,https://open.spotify.com/track/4Y2glvLjQGOb4dXnwm1hQf,7MqnCTCAX6SsIYYdJCQj9B
